VariationID,VCV,RS# (dbSNP)_new,Gene,Submitter,date_old,ClinicalSignificance_old,ClinicalSignificance_old_norm,date_new,ClinicalSignificance_new,ClinicalSignificance_new_norm,SCV_old,SCV_new,change_type,citation_pmids,citation_count
1468069,VCV001468069,780869838,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-11-05,Uncertain significance,Uncertain significance,,SCV002249651.4,conflicting_interpretations,['28492532'],1
185304,VCV000185304,786202070,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2021-01-25,Uncertain significance,Uncertain significance,,SCV002046612.1,conflicting_interpretations,['26467025'],1
185304,VCV000185304,786202070,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849150.1,conflicting_interpretations,"['31911673', '31911673']",2
1468825,VCV001468825,2154315177,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-05-15,Uncertain significance,Uncertain significance,,SCV002252377.4,conflicting_interpretations,['28492532'],1
1468825,VCV001468825,2154315177,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848545.1,conflicting_interpretations,"['31911673', '31911673']",2
279705,VCV000279705,886041144,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2022-08-22,Uncertain significance,Uncertain significance,,SCV001183292.4,conflicting_interpretations,"['25415331', '34178674']",2
279705,VCV000279705,886041144,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850932.1,conflicting_interpretations,"['31911673', '31911673']",2
993135,VCV000993135,2053794986,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2020-01-04,Uncertain significance,Uncertain significance,,SCV001469990.1,conflicting_interpretations,['26467025'],1
993135,VCV000993135,2053794986,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847814.1,conflicting_interpretations,"['31911673', '31911673']",2
185316,VCV000185316,773013395,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2017-01-17,Likely benign,Likely benign,,SCV000683043.2,conflicting_interpretations,['25741868'],1
925098,VCV000925098,2053714262,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-11-26,Uncertain significance,Uncertain significance,,SCV001353421.2,conflicting_interpretations,['25741868'],1
925098,VCV000925098,2053714262,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849425.1,conflicting_interpretations,"['31911673', '31911673']",2
803417,VCV000803417,1597876640,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2024-01-14,Uncertain significance,Uncertain significance,,SCV005025816.1,conflicting_interpretations,"['28135145', '29020660']",2
803417,VCV000803417,1597876640,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851354.1,conflicting_interpretations,"['31911673', '31911673']",2
1470480,VCV001470480,2053838870,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-11-10,Uncertain significance,Uncertain significance,,SCV002252568.4,conflicting_interpretations,['28492532'],1
1470480,VCV001470480,2053838870,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849553.1,conflicting_interpretations,"['31911673', '31911673']",2
1703930,VCV001703930,45599040,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-06-15,Uncertain significance,Uncertain significance,,SCV005731682.1,conflicting_interpretations,['28492532'],1
1703930,VCV001703930,45599040,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846936.1,conflicting_interpretations,"['31911673', '31911673']",2
185343,VCV000185343,774127304,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2017-12-19,Likely benign,Likely benign,,SCV000911266.1,conflicting_interpretations,['25741868'],1
925307,VCV000925307,1064793057,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-05-16,Uncertain significance,Uncertain significance,,SCV001353909.1,conflicting_interpretations,['25741868'],1
925307,VCV000925307,1064793057,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850348.1,conflicting_interpretations,"['31911673', '31911673']",2
1471719,VCV001471719,778668550,BRCA1,"CONFLICT: Mayo Clinic Laboratories, Mayo Clinic",,Multiple interpretations exist,Conflicting interpretations,2022-03-15,Uncertain significance,Uncertain significance,,SCV004224365.1,conflicting_interpretations,['25741868'],1
1471719,VCV001471719,778668550,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851356.1,conflicting_interpretations,"['31911673', '31911673']",2
925337,VCV000925337,142383077,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-01-10,Uncertain significance,Uncertain significance,,SCV001353946.1,conflicting_interpretations,['25741868'],1
925337,VCV000925337,142383077,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851157.1,conflicting_interpretations,"['31911673', '31911673']",2
803419,VCV000803419,1597879544,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847889.1,conflicting_interpretations,"['31911673', '31911673']",2
1472400,VCV001472400,2154296539,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-10-20,Uncertain significance,Uncertain significance,,SCV002256792.4,conflicting_interpretations,['28492532'],1
1472400,VCV001472400,2154296539,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846318.1,conflicting_interpretations,"['31911673', '31911673']",2
185348,VCV000185348,786202106,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2024-06-19,Uncertain significance,Uncertain significance,,SCV005626099.1,conflicting_interpretations,"['31911673', '32377563', '31853058', '30702160', '33087888', '29884841', '37917606', '26467025']",8
185348,VCV000185348,786202106,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-10-10,Benign,Benign,,SCV000254983.11,conflicting_interpretations,['28492532'],1
1938167,VCV001938167,1555587816,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-02-09,Uncertain significance,Uncertain significance,,SCV002970689.3,conflicting_interpretations,['28492532'],1
1938167,VCV001938167,1555587816,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850535.1,conflicting_interpretations,"['31911673', '31911673']",2
1473180,VCV001473180,2154363860,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-03-27,Uncertain significance,Uncertain significance,,SCV002261769.4,conflicting_interpretations,['28492532'],1
1473180,VCV001473180,2154363860,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849416.1,conflicting_interpretations,"['31911673', '31911673']",2
993164,VCV000993164,863224754,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2020-03-05,Uncertain significance,Uncertain significance,,SCV001470161.1,conflicting_interpretations,['26467025'],1
993164,VCV000993164,863224754,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847584.1,conflicting_interpretations,"['31911673', '31911673']",2
125889,VCV000125889,8176144,BRCA1,Breast Cancer Information Core (BIC) (BRCA1),2004-02-20,Benign,Benign,2011-03-02,Uncertain significance,Uncertain significance,SCV000145621.2,SCV000145623.1,upgraded_to_uncertain,[],0
125889,VCV000125889,8176144,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2015-03-05,Benign,Benign,,SCV000683327.2,conflicting_interpretations,['25741868'],1
185399,VCV000185399,748431827,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851140.1,conflicting_interpretations,"['31911673', '31911673']",2
1473792,VCV001473792,372400428,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-10-23,Uncertain significance,Uncertain significance,,SCV002258381.4,conflicting_interpretations,['28492532'],1
1473792,VCV001473792,372400428,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846080.1,conflicting_interpretations,"['31911673', '31911673']",2
993165,VCV000993165,2053483708,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2019-12-27,Likely pathogenic,Likely pathogenic,,SCV001470170.1,conflicting_interpretations,['26467025'],1
1475929,VCV001475929,2154326025,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-06-23,Uncertain significance,Uncertain significance,,SCV002267255.4,conflicting_interpretations,['28492532'],1
1475929,VCV001475929,2154326025,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003852121.1,conflicting_interpretations,"['31911673', '31911673']",2
323414,VCV000323414,138782023,BRCA1,"CONFLICT: Illumina Laboratory Services, Illumina",,Multiple interpretations exist,Conflicting interpretations,2018-03-26,Likely benign,Likely benign,,SCV000403043.3,conflicting_interpretations,"['22753153', '20848184']",2
323414,VCV000323414,138782023,BRCA1,"CONFLICT: Genetic Services Laboratory, University of Chicago",,Multiple interpretations exist,Conflicting interpretations,2018-09-07,Benign,Benign,,SCV002067096.1,conflicting_interpretations,['25741868'],1
132704,VCV000132704,376836050,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2016-06-01,Likely benign,Likely benign,,SCV000487762.3,conflicting_interpretations,['19563646'],1
132704,VCV000132704,376836050,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2015-10-15,Benign,Benign,,SCV000683260.2,conflicting_interpretations,['25741868'],1
185414,VCV000185414,786202155,BRCA1,CONFLICT: Counsyl,,Multiple interpretations exist,Conflicting interpretations,2017-02-01,Uncertain significance,Uncertain significance,,SCV000784888.3,conflicting_interpretations,"['20104584', '21520273']",2
185414,VCV000185414,786202155,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850776.1,conflicting_interpretations,"['31911673', '31911673']",2
925711,VCV000925711,2053573116,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-05-15,Uncertain significance,Uncertain significance,,SCV003470913.1,conflicting_interpretations,['28492532'],1
925711,VCV000925711,2053573116,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851812.1,conflicting_interpretations,"['31911673', '31911673']",2
1477650,VCV001477650,1567797243,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-02-11,Uncertain significance,Uncertain significance,,SCV002261484.4,conflicting_interpretations,['28492532'],1
1477650,VCV001477650,1567797243,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849563.1,conflicting_interpretations,"['31911673', '31911673']",2
125854,VCV000125854,80358176,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-04-23,Uncertain significance,Uncertain significance,,SCV000908979.2,conflicting_interpretations,['25741868'],1
125854,VCV000125854,80358176,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-04-27,Likely benign,Likely benign,,SCV003240262.3,conflicting_interpretations,['28492532'],1
1709638,VCV001709638,80357436,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-10-20,Uncertain significance,Uncertain significance,,SCV005794106.1,conflicting_interpretations,['28492532'],1
1709638,VCV001709638,80357436,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847913.1,conflicting_interpretations,"['31911673', '31911673']",2
462548,VCV000462548,1555592526,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2017-03-22,Pathogenic,Pathogenic,,SCV000635776.5,conflicting_interpretations,"['20104584', '28492532']",2
127125,VCV000127125,5820483,BRCA1,"Genomic Research Center, Shahid Beheshti University of Medical Sciences",2017-12-03,Benign,Benign,2025-06-08,not provided,Unknown,SCV000746294.1,SCV000148876.2,other_change,[],0
1477696,VCV001477696,2053510326,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-12-17,Uncertain significance,Uncertain significance,,SCV002264998.4,conflicting_interpretations,['28492532'],1
1477696,VCV001477696,2053510326,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851124.1,conflicting_interpretations,"['31911673', '31911673']",2
1315521,VCV001315521,777916645,BRCA1,"CONFLICT: Molecular Endocrinology Laboratory, Christian Medical College",,Multiple interpretations exist,Conflicting interpretations,2021-11-06,Uncertain significance,Uncertain significance,,SCV002004021.1,conflicting_interpretations,['25741868'],1
1315521,VCV001315521,777916645,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851232.1,conflicting_interpretations,"['31911673', '31911673']",2
3239389,VCV003239389,2552108187,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2024-09-20,Uncertain significance,Uncertain significance,,SCV005626092.1,conflicting_interpretations,['26467025'],1
142790,VCV000142790,386833394,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851014.1,conflicting_interpretations,"['31911673', '31911673']",2
142790,VCV000142790,386833394,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-08-13,Uncertain significance,Uncertain significance,,SCV004313699.2,conflicting_interpretations,['28492532'],1
1319800,VCV001319800,1597879864,BRCA1,"CONFLICT: Institute for Clinical Genetics, University Hospital TU Dresden, University Hospital TU Dresden",,Multiple interpretations exist,Conflicting interpretations,2021-11-03,Uncertain significance,Uncertain significance,,SCV002009416.3,conflicting_interpretations,['25741868'],1
1319800,VCV001319800,1597879864,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847925.1,conflicting_interpretations,"['31911673', '31911673']",2
462623,VCV000462623,1555586967,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851357.1,conflicting_interpretations,"['31911673', '31911673']",2
462623,VCV000462623,1555586967,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2024-09-23,Uncertain significance,Uncertain significance,,SCV006062484.1,conflicting_interpretations,['25741868'],1
462623,VCV000462623,1555586967,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-10-07,Benign,Benign,,SCV000635922.8,conflicting_interpretations,['28492532'],1
865052,VCV000865052,1135401834,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-04-24,Uncertain significance,Uncertain significance,,SCV005785549.1,conflicting_interpretations,"['30209399', '28492532']",2
481491,VCV000481491,1555588305,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-08-08,Uncertain significance,Uncertain significance,,SCV000940275.5,conflicting_interpretations,['28492532'],1
481491,VCV000481491,1555588305,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847355.1,conflicting_interpretations,"['31911673', '31911673']",2
633089,VCV000633089,876660885,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-10-08,Uncertain significance,Uncertain significance,,SCV001498684.5,conflicting_interpretations,['28492532'],1
633089,VCV000633089,876660885,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847692.1,conflicting_interpretations,"['31911673', '31911673']",2
633090,VCV000633090,368058346,BRCA1,"CONFLICT: Myriad Genetics, Inc.",,Multiple interpretations exist,Conflicting interpretations,2024-01-22,Benign,Benign,,SCV004931778.1,conflicting_interpretations,['25085752'],1
633090,VCV000633090,368058346,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-03-05,Likely benign,Likely benign,,SCV001674378.5,conflicting_interpretations,['28492532'],1
125817,VCV000125817,80358107,BRCA1,CONFLICT: Evidence-based Network for the Interpretation of Germline Mutant Alleles (ENIGMA),,Multiple interpretations exist,Conflicting interpretations,2019-06-18,Benign,Benign,,SCV001161516.2,conflicting_interpretations,['31131967'],1
125817,VCV000125817,80358107,BRCA1,"CONFLICT: Fulgent Genetics, Fulgent Genetics",,Multiple interpretations exist,Conflicting interpretations,2022-04-19,Likely benign,Likely benign,,SCV002808601.1,conflicting_interpretations,['25741868'],1
865054,VCV000865054,1555600921,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-09-22,Uncertain significance,Uncertain significance,,SCV002229066.4,conflicting_interpretations,"['30209399', '30209399', '28492532']",3
482898,VCV000482898,1555599281,BRCA1,CONFLICT: Baylor Genetics,,Multiple interpretations exist,Conflicting interpretations,2022-02-21,Likely pathogenic,Likely pathogenic,,SCV004216994.1,conflicting_interpretations,['25741868'],1
482898,VCV000482898,1555599281,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-09-14,Pathogenic,Pathogenic,,SCV001578551.6,conflicting_interpretations,"['20104584', '28492532']",2
462552,VCV000462552,1555592216,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846103.1,conflicting_interpretations,"['31911673', '31911673']",2
462552,VCV000462552,1555592216,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-07-17,Uncertain significance,Uncertain significance,,SCV000635782.5,conflicting_interpretations,['28492532'],1
2831114,VCV002831114,1057523606,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-01-27,Likely benign,Likely benign,,SCV004424433.2,conflicting_interpretations,['28492532'],1
633092,VCV000633092,730881476,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-06-09,Uncertain significance,Uncertain significance,,SCV001736152.1,conflicting_interpretations,['25741868'],1
633092,VCV000633092,730881476,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849510.1,conflicting_interpretations,"['31911673', '31911673']",2
479195,VCV000479195,1555593115,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2023-08-30,Uncertain significance,Uncertain significance,,SCV004219477.1,conflicting_interpretations,"['31911673', '26467025']",2
479195,VCV000479195,1555593115,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847944.1,conflicting_interpretations,"['31911673', '31911673']",2
633093,VCV000633093,80357335,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847864.1,conflicting_interpretations,"['31911673', '31911673']",2
1319808,VCV001319808,786204220,BRCA1,"CONFLICT: Institute for Clinical Genetics, University Hospital TU Dresden, University Hospital TU Dresden",,Multiple interpretations exist,Conflicting interpretations,2021-11-03,Uncertain significance,Uncertain significance,,SCV002009461.3,conflicting_interpretations,['25741868'],1
1319808,VCV001319808,786204220,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847833.1,conflicting_interpretations,"['31911673', '31911673']",2
633094,VCV000633094,1567797539,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-07-20,Uncertain significance,Uncertain significance,,SCV001734150.1,conflicting_interpretations,['25741868'],1
633094,VCV000633094,1567797539,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848032.1,conflicting_interpretations,"['31911673', '31911673']",2
1319809,VCV001319809,770090143,BRCA1,"CONFLICT: Institute for Clinical Genetics, University Hospital TU Dresden, University Hospital TU Dresden",,Multiple interpretations exist,Conflicting interpretations,2021-11-03,Uncertain significance,Uncertain significance,,SCV002009476.3,conflicting_interpretations,['25741868'],1
1319809,VCV001319809,770090143,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846134.1,conflicting_interpretations,"['31911673', '31911673']",2
633097,VCV000633097,770002293,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849672.1,conflicting_interpretations,"['31911673', '31911673']",2
633098,VCV000633098,886040233,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2022-01-04,Likely benign,Likely benign,,SCV004360171.2,conflicting_interpretations,['25741868'],1
633098,VCV000633098,886040233,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2023-01-31,Benign,Benign,,SCV004219410.1,conflicting_interpretations,['26467025'],1
479223,VCV000479223,80357283,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2021-05-20,Likely benign,Likely benign,,SCV000661058.5,conflicting_interpretations,"['30209399', '30765603', '32257056']",3
479223,VCV000479223,80357283,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-05-22,Likely pathogenic,Likely pathogenic,,SCV001569252.5,conflicting_interpretations,"['30209399', '30209399', '30765603', '9333265', '10200350', '12827452', '15800311', '19491284', '19949876', '28492532']",10
633100,VCV000633100,1567778176,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-02-05,Pathogenic,Pathogenic,,SCV001214197.6,conflicting_interpretations,"['20104584', '28492532']",2
441430,VCV000441430,786203580,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-09-15,Uncertain significance,Uncertain significance,,SCV001735113.1,conflicting_interpretations,['25741868'],1
441430,VCV000441430,786203580,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849516.1,conflicting_interpretations,"['31911673', '31911673']",2
3009099,VCV003009099,2552111076,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-03-19,Uncertain significance,Uncertain significance,,SCV004670224.2,conflicting_interpretations,['28492532'],1
142258,VCV000142258,28897685,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2023-12-13,Uncertain Significance,Uncertain significance,,SCV004817787.1,conflicting_interpretations,"['33471991', '25741868']",2
142258,VCV000142258,28897685,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848381.1,conflicting_interpretations,"['31911673', '31911673']",2
462634,VCV000462634,1555586146,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-09-14,Uncertain significance,Uncertain significance,,SCV000635947.7,conflicting_interpretations,['28492532'],1
