variant_id,rsid,old_class,new_class,total_publications,citations_causing_change,change_significance,pubs_before_change,pubs_after_change,recent_publication_surge,mean_impact_factor,max_impact_factor,high_impact_count,unique_journals
462552,1555592216,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
462554,1555592086,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462560,1555591707,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462563,1555591572,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462564,1555591449,Conflicting interpretations,Likely benign,4,3,1.5,4,0,0,3.5,4.0,0,2
462565,1555591384,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462566,1310719199,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,18.0125,102.0,2,6
462568,1555591195,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462571,55851803,Conflicting interpretations,Likely pathogenic,67,13,0.5,66,1,1,12.311940298507462,102.0,16,40
462573,1555590724,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
462574,1555590634,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462576,1555590311,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
462580,1555590087,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462581,1555590040,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
462583,1555589917,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462584,1555589737,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462585,1555589705,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,4.633333333333334,7.9,0,3
462587,757383244,Conflicting interpretations,Likely benign,8,4,1.5,8,0,0,17.675,102.0,1,7
462588,1555589466,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462589,1555589429,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
462591,1555589415,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462594,1555588896,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,4.633333333333334,7.9,0,3
462595,1555588847,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462600,1555588512,Conflicting interpretations,Uncertain significance,4,3,0.5,4,0,0,3.5,4.0,0,2
462603,4986852,Conflicting interpretations,Likely benign,124,3,1.5,120,4,3,8.913709677419353,102.0,25,64
462604,1555588339,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
462605,1555588264,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462606,1555588045,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,4.466666666666667,7.4,0,3
462608,1555587813,Conflicting interpretations,Likely benign,5,2,1.5,3,2,0,4.6,8.8,0,4
462610,771479616,Conflicting interpretations,Likely benign,12,5,1.5,12,0,0,14.841666666666667,102.0,2,10
462614,1555587437,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
462616,1555587402,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
462621,1382025345,Conflicting interpretations,Likely benign,6,2,1.5,6,0,0,20.599999999999998,102.0,1,4
462623,1555586967,Conflicting interpretations,Benign,4,3,2.5,3,1,0,4.875,7.5,0,2
462627,1555586688,Conflicting interpretations,Likely benign,4,3,1.5,4,0,0,37.075,134.4,1,4
462628,80357231,Conflicting interpretations,Likely benign,9,2,1.5,9,0,0,6.388888888888889,17.9,1,7
462629,80357345,Conflicting interpretations,Likely benign,22,4,1.5,22,0,0,12.868181818181819,102.0,5,15
462630,748674194,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,14.536363636363637,102.0,2,7
462631,1433564897,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.485714285714284,102.0,1,5
462634,1555586146,Conflicting interpretations,Uncertain significance,3,1,0.5,3,0,0,3.3333333333333335,4.0,0,2
462647,730881449,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
462651,1351019392,Conflicting interpretations,Uncertain significance,5,3,0.5,4,1,0,14.540000000000001,53.8,1,4
462666,80357432,Conflicting interpretations,Likely benign,27,5,1.5,25,2,0,16.788888888888888,102.0,7,22
462669,1555575700,Conflicting interpretations,Uncertain significance,3,1,0.5,0,3,0,3.3333333333333335,4.0,0,2
462671,1555575167,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
462677,1555574342,Conflicting interpretations,Likely benign,4,2,1.5,4,0,0,4.375,7.5,0,3
462680,1555594039,Conflicting interpretations,Likely benign,4,2,1.5,4,0,0,3.5,4.0,0,2
462683,1555593548,Conflicting interpretations,Uncertain significance,4,4,0.5,4,0,0,10.6,25.5,1,3
462691,886040330,Conflicting interpretations,Likely benign,14,3,1.5,14,0,0,15.042857142857143,102.0,5,11
479193,1555597195,Conflicting interpretations,Likely benign,9,7,1.5,7,2,0,24.133333333333336,83.4,4,5
479195,1555593115,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,5.95,7.9,0,2
479197,1555588330,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
479201,28897691,Conflicting interpretations,Likely benign,40,2,1.5,40,0,1,14.594999999999999,102.0,12,28
479203,273899708,Conflicting interpretations,Uncertain significance,9,2,0.5,9,0,0,17.855555555555554,102.0,3,6
479204,80357169,Conflicting interpretations,Likely benign,34,2,1.5,31,3,0,14.355882352941178,102.0,11,27
479205,1555593258,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
479207,1555590925,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
479211,1555591274,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
479213,1555587619,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,5.95,7.9,0,2
479216,1555590816,Conflicting interpretations,Likely benign,2,1,1.5,2,0,0,3.0,4.0,0,2
479218,80358045,Conflicting interpretations,Likely pathogenic,6,4,0.5,5,1,0,5.2,7.9,0,5
479219,1555576941,Conflicting interpretations,Likely pathogenic,1,1,0.5,1,0,0,7.5,7.5,0,1
479220,1555589255,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
479222,1348949389,Conflicting interpretations,Likely benign,13,4,1.5,11,2,0,20.307692307692307,102.0,4,10
479223,80357283,Conflicting interpretations,Likely pathogenic,24,11,0.5,24,0,0,14.091666666666667,102.0,5,20
479224,1555591693,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
479227,1160287128,Conflicting interpretations,Likely benign,6,3,1.5,6,0,0,4.266666666666667,7.6,0,3
479230,996042036,Conflicting interpretations,Likely pathogenic,8,2,0.5,8,0,0,15.8875,102.0,1,6
479231,1450793674,Conflicting interpretations,Likely benign,10,2,1.5,10,0,0,15.040000000000001,102.0,1,7
479232,759916956,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,7.214285714285714,24.9,1,4
479235,769456095,Conflicting interpretations,Likely benign,11,2,1.5,10,1,0,16.936363636363637,102.0,3,9
479241,1555587711,Conflicting interpretations,Likely benign,4,3,1.5,4,0,0,4.475,7.9,0,3
479245,1555589646,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
479248,1555580773,Conflicting interpretations,Likely pathogenic,1,1,0.5,1,0,0,7.9,7.9,0,1
479249,1451089848,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,7.937500000000001,24.9,2,6
479257,762908108,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,17.942857142857143,102.0,1,5
479261,398122643,Conflicting interpretations,Uncertain significance,9,3,0.5,9,0,0,18.0,102.0,2,7
479262,863224416,Conflicting interpretations,Likely benign,6,2,1.5,6,0,0,29.233333333333334,102.0,2,4
479267,1555578598,Conflicting interpretations,Likely pathogenic,6,4,0.5,6,0,0,34.86666666666667,83.4,4,5
479268,1250691798,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,11.633333333333333,24.9,1,3
480977,28897677,Conflicting interpretations,Uncertain significance,48,2,0.5,48,0,1,10.81875,102.0,9,28
480987,949793708,Conflicting interpretations,Uncertain significance,9,1,0.5,9,0,2,11.144444444444442,53.8,2,7
480996,886039982,Conflicting interpretations,Likely pathogenic,7,3,0.5,5,2,1,19.3,102.0,1,6
481150,80357202,Conflicting interpretations,Likely benign,24,2,1.5,24,0,0,10.441666666666668,102.0,3,16
481166,1388475291,Conflicting interpretations,Likely benign,10,2,1.5,10,0,1,17.84,102.0,3,8
481427,1555587827,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
481431,62625303,Conflicting interpretations,Likely benign,14,2,1.5,14,0,1,13.535714285714283,102.0,3,10
481435,1555593622,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,4.333333333333333,5.0,0,2
481447,1555588840,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
481448,80357042,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,16.236363636363635,102.0,3,8
481449,2227945,Conflicting interpretations,Likely benign,50,2,1.5,44,4,1,10.914000000000001,102.0,11,35
481450,1462728426,Conflicting interpretations,Likely benign,11,2,1.5,11,0,0,21.454545454545453,102.0,4,8
481453,1350643283,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,27.185714285714287,102.0,3,5
481455,778118145,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,17.05,102.0,1,5
481459,1011096937,Conflicting interpretations,Likely benign,8,3,1.5,8,0,0,16.625,102.0,1,6
481460,1555592200,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
481461,397509173,Conflicting interpretations,Likely pathogenic,19,6,0.5,19,0,0,6.7368421052631575,15.2,1,13
481462,730881473,Conflicting interpretations,Likely benign,16,2,1.5,15,1,0,14.44375,102.0,4,13
481465,1555589325,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,4.633333333333334,7.9,0,3
481470,1555587079,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
481471,1555592295,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.55,5.1,0,2
481475,1555574400,Conflicting interpretations,Likely pathogenic,6,4,0.5,4,2,0,7.733333333333333,17.2,2,4
481478,1555588796,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
481479,56329598,Conflicting interpretations,Likely benign,20,2,1.5,18,2,2,12.41,102.0,4,14
481480,1555587813,Conflicting interpretations,Likely benign,4,1,1.5,2,2,0,4.75,8.8,0,4
481481,1171571879,Conflicting interpretations,Likely benign,5,1,1.5,2,3,0,27.26,102.0,3,5
481485,1555591850,Conflicting interpretations,Likely pathogenic,4,3,0.5,4,0,0,4.475,7.9,0,3
481488,1485586275,Conflicting interpretations,Uncertain significance,6,2,0.5,6,0,1,21.583333333333332,102.0,1,4
481489,1555592050,Conflicting interpretations,Benign,4,3,2.5,4,0,0,4.4,7.6,0,3
481490,1555592415,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
481491,1555588305,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
482889,1471435242,Conflicting interpretations,Likely benign,9,1,1.5,7,2,0,26.6,102.0,3,7
482892,1555590709,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
482896,1555589103,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
482897,1555592782,Conflicting interpretations,Likely benign,4,3,1.5,4,0,0,4.475,7.9,0,3
482898,1555599281,Conflicting interpretations,Pathogenic,4,3,1.5,4,0,0,4.475,7.9,0,3
482900,1300771163,Conflicting interpretations,Likely benign,8,1,1.5,8,0,0,18.049999999999997,102.0,1,7
482905,1555590478,Conflicting interpretations,Uncertain significance,5,4,0.5,5,0,0,29.9,134.4,1,4
482906,922908090,Conflicting interpretations,Uncertain significance,7,3,0.5,7,0,0,18.228571428571428,102.0,1,4
482907,1216516227,Conflicting interpretations,Likely benign,18,2,1.5,18,0,0,12.788888888888888,102.0,3,15
482911,1555587839,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
482913,1212635015,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,17.4125,102.0,1,6
482915,756987689,Conflicting interpretations,Likely benign,14,2,1.5,13,0,1,20.907142857142855,107.5,3,11
482916,1555591622,Conflicting interpretations,Uncertain significance,2,2,0.5,2,0,0,4.0,4.0,0,1
482917,900082291,Conflicting interpretations,Uncertain significance,11,6,0.5,11,0,0,12.9,83.4,2,7
482918,1555587658,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
482925,1238452758,Conflicting interpretations,Likely benign,9,2,1.5,9,0,0,26.344444444444445,107.5,2,6
482928,774452090,Conflicting interpretations,Uncertain significance,10,2,0.5,10,0,0,23.78,102.0,3,8
482930,80356849,Conflicting interpretations,Likely benign,14,2,1.5,11,2,0,18.0,102.0,3,11
482931,1555591085,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
482935,1555591584,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
482936,398122666,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,21.085714285714285,102.0,3,5
482937,775869160,Conflicting interpretations,Likely benign,13,1,1.5,13,0,0,23.623076923076926,102.0,5,10
482938,876658843,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,20.214285714285715,102.0,2,5
482944,1555592819,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
482949,876658873,Conflicting interpretations,Likely benign,13,2,1.5,11,0,0,14.55384615384615,102.0,3,10
482952,1555589778,Conflicting interpretations,Uncertain significance,2,2,0.5,2,0,0,4.0,4.0,0,1
482954,1060502324,Conflicting interpretations,Likely benign,8,2,1.5,6,2,0,16.3375,102.0,1,6
482955,748812609,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,23.485714285714288,102.0,3,5
482957,398122638,Conflicting interpretations,Likely benign,12,1,1.5,12,0,0,21.291666666666664,102.0,4,10
482960,757383244,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.714285714285715,102.0,1,5
482961,876658975,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,20.214285714285715,102.0,2,5
482963,748550848,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.914285714285715,102.0,1,5
482964,1555586855,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
482965,864622588,Conflicting interpretations,Likely benign,11,2,1.5,10,1,0,13.854545454545455,102.0,1,7
485379,1555575080,Conflicting interpretations,Uncertain significance,6,4,0.5,5,1,0,30.05,83.4,2,4
485381,1555587497,Conflicting interpretations,Likely pathogenic,1,1,0.5,1,0,0,4.0,4.0,0,1
485384,80357421,Conflicting interpretations,Uncertain significance,10,2,0.5,9,1,0,15.530000000000001,102.0,1,8
485385,1555589630,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
485388,1555587999,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
485393,1456509049,Conflicting interpretations,Likely benign,6,2,1.5,6,0,0,20.933333333333334,102.0,1,3
485399,767544239,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.785714285714285,102.0,1,5
485400,80357182,Conflicting interpretations,Likely benign,19,2,1.5,18,1,0,15.036842105263156,102.0,6,13
485401,876659731,Conflicting interpretations,Likely benign,6,1,1.5,6,0,0,24.516666666666666,102.0,2,4
485402,776512377,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,20.214285714285715,102.0,2,5
485404,1306111238,Conflicting interpretations,Likely benign,11,3,1.5,11,0,0,17.563636363636366,102.0,4,7
487415,1173155015,Conflicting interpretations,Pathogenic,8,3,1.5,8,0,0,23.512500000000003,102.0,2,7
487430,55914168,Conflicting interpretations,Likely pathogenic,16,1,0.5,9,7,0,14.587499999999999,102.0,4,12
489704,905812561,Conflicting interpretations,Likely benign,11,5,1.5,11,0,0,13.69090909090909,83.4,2,8
489705,1289961661,Conflicting interpretations,Likely benign,12,2,1.5,12,0,0,14.875,102.0,3,11
489706,786203434,Conflicting interpretations,Uncertain significance,9,3,0.5,9,0,0,31.099999999999998,134.4,3,6
489707,1555591695,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
489710,1555589617,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
489711,80357337,Conflicting interpretations,Likely benign,22,3,1.5,22,0,2,16.759090909090908,102.0,8,13
489712,1131692093,Conflicting interpretations,Likely benign,4,2,1.5,4,0,0,4.9,7.6,0,2
489714,764458412,Conflicting interpretations,Likely benign,4,2,1.5,4,0,0,4.9,7.6,0,2
489715,1361427704,Conflicting interpretations,Likely benign,11,3,1.5,11,0,1,16.89090909090909,102.0,3,9
489716,1294360179,Conflicting interpretations,Likely benign,9,2,1.5,8,1,0,15.711111111111112,102.0,1,6
489717,55725337,Conflicting interpretations,Likely benign,14,2,1.5,14,0,0,16.178571428571427,102.0,5,9
489718,1555586799,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
489719,976725810,Conflicting interpretations,Uncertain significance,8,4,0.5,8,0,0,33.2375,134.4,2,6
489726,1157151499,Conflicting interpretations,Likely benign,4,3,1.5,3,1,0,23.200000000000003,83.4,1,4
489727,80357204,Conflicting interpretations,Likely benign,16,6,1.5,14,2,1,18.51875,102.0,6,12
489730,1555575182,Conflicting interpretations,Likely benign,4,2,1.5,4,0,1,23.35,83.4,1,3
489731,1555574756,Conflicting interpretations,Uncertain significance,4,2,0.5,4,0,1,23.35,83.4,1,3
489736,1555593290,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
489737,1555593177,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,4.633333333333334,7.9,0,3
489738,1555592945,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
491026,1555592620,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
491029,759878392,Conflicting interpretations,Likely benign,9,2,1.5,9,0,0,16.5,102.0,2,7
491030,1555591935,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
491038,1555590804,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
491046,397508970,Conflicting interpretations,Uncertain significance,15,2,0.5,5,10,2,13.626666666666665,102.0,3,11
491047,768001441,Conflicting interpretations,Likely benign,12,2,1.5,12,0,0,14.941666666666668,102.0,2,9
491050,876658843,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,20.214285714285715,102.0,2,5
491051,1555589078,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
491052,1064794969,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,25.342857142857145,102.0,2,5
491058,587782630,Conflicting interpretations,Likely benign,6,2,1.5,6,0,0,20.599999999999998,102.0,1,4
491061,80357018,Conflicting interpretations,Likely benign,27,2,1.5,25,1,1,10.381481481481481,102.0,4,20
491062,431825396,Conflicting interpretations,Likely benign,9,2,1.5,9,0,0,16.38888888888889,102.0,2,6
491071,80356916,Conflicting interpretations,Likely pathogenic,20,2,0.5,15,5,0,14.88,102.0,4,15
491096,886040914,Conflicting interpretations,Likely pathogenic,12,9,0.5,11,1,1,18.191666666666666,83.4,2,9
491098,80357104,Conflicting interpretations,Uncertain significance,27,7,0.5,27,0,0,18.32962962962963,134.4,7,21
491101,80357270,Conflicting interpretations,Likely benign,33,5,1.5,31,2,1,13.333333333333334,102.0,9,24
491105,750040616,Conflicting interpretations,Likely benign,9,1,1.5,2,7,0,24.22222222222222,102.0,2,8
491185,1555593310,Conflicting interpretations,Pathogenic,2,2,1.5,2,0,0,5.95,7.9,0,2
491189,80358055,Conflicting interpretations,Likely benign,5,1,1.5,2,3,0,19.64,83.4,1,4
491193,747172803,Conflicting interpretations,Likely benign,9,2,1.5,8,1,0,26.144444444444446,102.0,3,7
496349,1555591512,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
496352,1555590369,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
496353,1555590265,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
496354,1555590048,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,9.6,15.2,1,2
496355,80357364,Conflicting interpretations,Likely benign,17,2,1.5,17,0,0,16.558823529411764,102.0,4,11
496356,1555589837,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
496358,1555589578,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
496360,1555588649,Conflicting interpretations,Likely benign,2,2,1.5,2,0,0,4.0,4.0,0,1
496362,80357386,Conflicting interpretations,Benign,10,3,2.5,10,0,0,15.09,102.0,1,8
496366,1555587816,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
496367,80357175,Conflicting interpretations,Likely benign,21,2,1.5,21,0,0,12.395238095238096,102.0,4,17
496368,1555587638,Conflicting interpretations,Pathogenic,4,3,1.5,4,0,0,5.45,7.9,0,3
496369,398122675,Conflicting interpretations,Likely benign,10,2,1.5,9,1,0,15.179999999999998,102.0,2,8
496374,1555586661,Conflicting interpretations,Likely benign,3,3,1.5,3,0,0,4.3999999999999995,5.2,0,2
496375,767246037,Conflicting interpretations,Likely benign,7,1,1.5,7,0,0,22.771428571428572,102.0,2,6
496380,397509170,Conflicting interpretations,Pathogenic,6,1,1.5,4,1,0,22.883333333333336,102.0,2,6
496382,1555596273,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
496394,1555575227,Conflicting interpretations,Likely benign,1,1,1.5,1,0,0,4.0,4.0,0,1
496396,730881447,Conflicting interpretations,Uncertain significance,10,2,0.5,10,0,0,25.479999999999997,102.0,3,8
508746,397507234,Conflicting interpretations,Uncertain significance,6,2,0.5,6,0,0,3.9499999999999997,7.7,0,4
509994,1022076404,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,37.96666666666667,102.0,1,3
510565,1415813169,Conflicting interpretations,Uncertain significance,8,2,0.5,8,0,0,6.0,11.4,1,8
523689,374519494,Conflicting interpretations,Likely benign,5,1,1.5,2,3,0,28.1,102.0,2,5
531202,1555594036,Conflicting interpretations,Likely pathogenic,5,4,0.5,5,0,0,10.239999999999998,32.3,1,4
531207,1555593283,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531209,1555588894,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531222,863224764,Conflicting interpretations,Likely benign,13,5,1.5,12,1,0,21.43076923076923,102.0,3,10
531225,754597283,Conflicting interpretations,Uncertain significance,8,2,0.5,8,0,0,16.55,102.0,1,6
531230,1555592242,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
531231,1555589048,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,6.066666666666666,12.2,1,3
531234,1555587933,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
531235,1169162396,Conflicting interpretations,Likely benign,7,2,1.5,7,0,1,18.714285714285715,102.0,1,5
531237,1555589337,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531240,56329598,Conflicting interpretations,Likely benign,21,2,1.5,19,2,3,12.18095238095238,102.0,4,15
531242,1555592379,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531244,80357129,Conflicting interpretations,Uncertain significance,17,2,0.5,17,0,1,13.6,102.0,5,12
531245,1555587039,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
531251,1555587505,Conflicting interpretations,Uncertain significance,3,2,0.5,3,0,0,3.3333333333333335,4.0,0,2
531267,1555592280,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531270,80357012,Conflicting interpretations,Likely benign,27,7,1.5,25,2,1,15.662962962962963,102.0,10,21
531282,878853294,Conflicting interpretations,Uncertain significance,9,1,0.5,6,3,0,14.511111111111111,102.0,1,7
531290,876660526,Conflicting interpretations,Likely benign,7,2,1.5,7,0,0,18.228571428571428,102.0,1,4
531291,1555591375,Conflicting interpretations,Likely benign,4,2,1.5,3,1,0,4.45,7.8,0,3
531293,1555592934,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531302,80358064,Conflicting interpretations,Pathogenic,16,8,1.5,16,0,0,20.068749999999998,102.0,4,13
531303,756948486,Conflicting interpretations,Likely benign,18,5,1.5,16,2,1,21.722222222222218,102.0,8,15
531310,1555591465,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531320,768001441,Conflicting interpretations,Likely benign,12,2,1.5,12,0,0,14.941666666666668,102.0,2,9
531325,1555591461,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531339,16942,Conflicting interpretations,Benign,282,3,2.5,275,1,4,8.337234042553193,102.0,46,131
531343,200521980,Conflicting interpretations,Likely benign,9,2,1.5,9,0,1,7.599999999999999,24.9,2,7
531345,80358096,Conflicting interpretations,Likely pathogenic,10,3,0.5,6,4,1,5.54,9.6,0,6
531355,1555580711,Conflicting interpretations,Uncertain significance,5,3,0.5,5,0,0,35.36,83.4,2,3
531365,397509004,Conflicting interpretations,Uncertain significance,16,2,0.5,15,1,0,12.09375,102.0,2,13
531367,1555588228,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531373,1555586071,Conflicting interpretations,Likely benign,4,2,1.5,4,0,0,4.375,7.5,0,3
531374,145903082,Conflicting interpretations,Likely benign,8,2,1.5,8,0,0,4.45,7.6,0,4
531377,1356078500,Conflicting interpretations,Likely benign,9,2,1.5,8,1,0,19.98888888888889,102.0,3,7
531381,397508926,Conflicting interpretations,Uncertain significance,10,2,0.5,10,0,1,15.15,102.0,2,8
531383,879255288,Conflicting interpretations,Likely benign,12,2,1.5,12,0,0,19.883333333333333,102.0,2,9
531399,80357146,Conflicting interpretations,Likely pathogenic,28,11,0.5,28,0,0,17.47142857142857,102.0,11,22
531400,1555588591,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531405,1555592700,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
531411,1555591359,Conflicting interpretations,Likely benign,3,2,1.5,3,0,0,3.3333333333333335,4.0,0,2
